date,event,reason,mode,cooldown_days,entry_date,entry_close,exit_close,trade_return,peak_close,stop_level,momentum_7d,volume_rel,official_buy_still_true,days_since_trail,reset_seen_red,green_streak
2021-12-03,EXIT,Trail8,cooldown,0,2021-11-30,4631.47900390625,4220.7060546875,-0.08869152788392187,4631.47900390625,4260.96068359375,0.04708543958085598,0.25169712926031607,True,,,
2023-02-15,ENTRY,Buy,cooldown,0,2023-02-15,1673.7459716796875,,,,,,,,,,
2023-03-04,EXIT,Official_Sell,cooldown,0,2023-02-15,1673.7459716796875,1566.9239501953125,-0.06382212312491709,,,,,,,,
2023-03-13,ENTRY,Buy,cooldown,0,2023-03-13,1680.3089599609375,,,,,,,,,,
2023-04-19,EXIT,Trail8,cooldown,0,2023-03-13,1680.3089599609375,1936.4034423828125,0.15240916315046515,2120.005859375,1950.405390625,0.008185276074555325,0.4907137429563302,True,,,
2023-05-05,ENTRY,Buy,cooldown,0,2023-05-05,1995.0609130859373,,,,,,,,,,
2023-05-08,EXIT,Official_Sell,cooldown,0,2023-05-05,1995.0609130859373,1849.042724609375,-0.07318983972810289,,,,,,,,
2023-05-28,ENTRY,Buy,cooldown,0,2023-05-28,1910.9141845703125,,,,,,,,,,
2023-06-01,EXIT,Official_Sell,cooldown,0,2023-05-28,1910.9141845703125,1862.201416015625,-0.025491866117285156,,,,,,,,
2023-06-02,ENTRY,Buy,cooldown,0,2023-06-02,1907.256591796875,,,,,,,,,,
2023-06-08,EXIT,Official_Sell,cooldown,0,2023-06-02,1907.256591796875,1846.3018798828125,-0.0319593662311769,,,,,,,,
2023-06-21,ENTRY,Buy,cooldown,0,2023-06-21,1891.0072021484373,,,,,,,,,,
