Date,EquityStrategy,EquityBuyHold,DailyReturnStrategy,DailyReturnBuyHold,EffectiveExposure,Turnover
2019-10-14,20.749467496769086,22.64986585365854,0.0,0.031294844905618735,0.0,0.0
2019-10-15,20.749467496769086,21.88981951219513,-0.0,-0.03355632860583335,0.0,0.0
2019-10-16,20.749467496769086,21.15280487804878,-0.0,-0.033669287850260576,0.0,0.0
2019-10-17,20.749467496769086,21.493431707317075,0.0,0.01610315186246436,0.0,0.0
2019-10-18,20.749467496769086,20.966126829268298,-0.0,-0.024533303254187455,0.0,0.0
2019-10-19,20.749467496769086,20.86066585365854,-0.0,-0.005030064754856789,0.0,0.0
2019-10-20,20.749467496769086,21.272812195121954,0.0,0.019757103841013368,0.0,0.0
2019-10-21,20.749467496769086,21.137046341463414,-0.0,-0.0063821300358997135,0.0,0.0
2019-10-22,20.749467496769086,20.764902439024393,-0.0,-0.017606239605436502,0.0,0.0
2019-10-23,20.749467496769086,19.69695853658537,-0.0,-0.05143023934617619,0.0,0.0
2019-10-24,20.749467496769086,19.476339024390242,-0.0,-0.011200689273186404,0.0,0.0
2019-10-25,20.749467496769086,22.020736585365857,0.0,0.13064044314433332,0.0,0.0
2019-10-26,20.749467496769086,21.823148780487806,-0.0,-0.008972806341517203,0.0,0.0
2019-10-27,20.749467496769086,22.35409024390244,0.0,0.02432927845359112,0.0,0.0
2019-10-28,20.749467496769086,22.064375609756098,-0.0,-0.012960251613253093,0.0,0.0
2019-10-29,20.749467496769086,23.165048780487805,0.0,0.04988462806285021,0.0,0.0
2019-10-30,20.749467496769086,22.22923414634146,-0.0,-0.04039769754055478,0.0,0.0
2019-10-31,20.749467496769086,22.108014634146343,-0.0,-0.005453157378121798,0.0,0.0
2019-11-01,20.749467496769086,22.206202439024395,0.0,0.004441276455751764,0.0,0.0
2019-11-02,20.749467496769086,22.213475609756102,0.0,0.00032752879524000633,0.0,0.0
2019-11-03,20.749467496769086,22.029221951219515,-0.0,-0.008294679399727167,0.0,0.0
2019-11-04,20.749467496769086,22.577134146341464,0.0,0.024872062950530793,0.0,0.0
2019-11-05,20.749467496769086,22.895941463414633,0.0,0.01412080536912752,0.0,0.0
2019-11-06,20.749467496769086,23.16868536585366,0.0,0.01191232528589592,0.0,0.0
2019-11-07,20.749467496769086,22.597741463414636,-0.0,-0.02464291320043943,0.0,0.0
2019-11-08,20.749467496769086,22.258326829268295,-0.0,-0.015019847655830865,0.0,0.0
2019-11-09,20.749467496769086,22.397729268292686,0.0,0.006262934320879987,0.0,0.0
2019-11-10,20.749467496769086,22.895941463414633,0.0,0.022243870758239748,0.0,0.0
2019-11-11,20.749467496769086,22.38318292682927,-0.0,-0.022395171537483938,0.0,0.0
2019-11-12,20.749467496769086,22.665624390243906,0.0,0.01261846737070127,0.0,0.0
2019-11-13,20.749467496769086,22.755326829268295,0.0,0.003957642528612748,0.0,0.0
2019-11-14,20.749467496769086,22.371060975609762,-0.0,-0.016886852759428805,0.0,0.0
2019-11-15,20.749467496769086,21.79769268292683,-0.0,-0.025629910593335414,0.0,0.0
2019-11-16,20.749467496769086,22.092256097560977,0.0,0.013513513513513598,0.0,0.0
2019-11-17,20.749467496769086,22.289843902439024,0.0,0.008943758573388028,0.0,0.0
2019-11-18,20.749467496769086,21.55889024390244,-0.0,-0.03279312595170758,0.0,0.0
2019-11-19,20.749467496769086,21.30190487804878,-0.0,-0.011920157436041579,0.0,0.0
2019-11-20,20.749467496769086,21.13462195121951,-0.0,-0.00785295623968596,0.0,0.0
2019-11-21,20.749467496769086,19.494521951219514,-0.0,-0.07760252365930587,0.0,0.0
2019-11-22,20.749467496769086,18.17929024390244,-0.0,-0.06746673299340888,0.0,0.0
2019-11-23,20.749467496769086,18.425365853658537,0.0,0.01353604054144153,0.0,0.0
2019-11-24,20.749467496769086,16.969519512195124,-0.0,-0.07901315789473673,0.0,0.0
